nome,estado,cidade,lat,lon,plano,mensalidade
Agatha Costa,PE,Recife,-8.0476,-34.877,1GB,199
Sra. Luana Abreu,PR,Curitiba,-25.4284,-49.2733,500MB,159
Enzo Rezende,CE,Fortaleza,-3.7319,-38.5267,1GB,199
Ana Beatriz Rios,BA,Salvador,-12.9714,-38.5014,1GB,199
Maria Vitória Rezende,BA,Salvador,-12.9714,-38.5014,100MB,99
Maya Pires,BA,Salvador,-12.9714,-38.5014,300MB,129
João Miguel Cassiano,CE,Fortaleza,-3.7319,-38.5267,1GB,199
Catarina Mendonça,CE,Fortaleza,-3.7319,-38.5267,100MB,99
Marcela Abreu,SP,São Paulo,-23.5505,-46.6333,1GB,199
Benjamim da Rocha,MG,Belo Horizonte,-19.9167,-43.9345,1GB,199
Bruno Pires,RJ,Rio de Janeiro,-22.9068,-43.1729,300MB,129
Vitor Cavalcanti,BA,Salvador,-12.9714,-38.5014,1GB,199
Maria Clara Fernandes,PE,Recife,-8.0476,-34.877,1GB,199
Anna Liz Cardoso,RJ,Rio de Janeiro,-22.9068,-43.1729,1GB,199
Ana Luiza Costa,RJ,Rio de Janeiro,-22.9068,-43.1729,100MB,99
Dr. Nicolas Alves,BA,Salvador,-12.9714,-38.5014,300MB,129
Sophie Moraes,PR,Curitiba,-25.4284,-49.2733,1GB,199
Heloísa Pastor,CE,Fortaleza,-3.7319,-38.5267,300MB,129
Ana Vasconcelos,CE,Fortaleza,-3.7319,-38.5267,500MB,159
Benjamin Macedo,SP,São Paulo,-23.5505,-46.6333,300MB,129
João Pedro Sá,PR,Curitiba,-25.4284,-49.2733,100MB,99
Alice Barbosa,MG,Belo Horizonte,-19.9167,-43.9345,500MB,159
Sra. Amanda Santos,RJ,Rio de Janeiro,-22.9068,-43.1729,100MB,99
Vitória Pimenta,RJ,Rio de Janeiro,-22.9068,-43.1729,1GB,199
Pietra Mendes,BA,Salvador,-12.9714,-38.5014,1GB,199
Zoe Gomes,PR,Curitiba,-25.4284,-49.2733,300MB,129
Maria Liz da Costa,CE,Fortaleza,-3.7319,-38.5267,100MB,99
Evelyn Campos,RJ,Rio de Janeiro,-22.9068,-43.1729,300MB,129
Dante Silva,CE,Fortaleza,-3.7319,-38.5267,300MB,129
Rafaela Costa,PE,Recife,-8.0476,-34.877,300MB,129
Emanuelly Marques,RJ,Rio de Janeiro,-22.9068,-43.1729,300MB,129
Isaque Silva,MG,Belo Horizonte,-19.9167,-43.9345,300MB,129
Sr. João Vitor Ferreira,RJ,Rio de Janeiro,-22.9068,-43.1729,500MB,159
Hadassa Fonseca,BA,Salvador,-12.9714,-38.5014,500MB,159
Alexandre Almeida,BA,Salvador,-12.9714,-38.5014,1GB,199
Miguel Silveira,PE,Recife,-8.0476,-34.877,500MB,159
Davi Lucas Vieira,CE,Fortaleza,-3.7319,-38.5267,300MB,129
Agatha Freitas,SP,São Paulo,-23.5505,-46.6333,100MB,99
Sra. Alana Costa,BA,Salvador,-12.9714,-38.5014,300MB,129
Dra. Yasmin Nascimento,RJ,Rio de Janeiro,-22.9068,-43.1729,1GB,199
Davi Lucca Cassiano,PR,Curitiba,-25.4284,-49.2733,500MB,159
Aylla Rios,MG,Belo Horizonte,-19.9167,-43.9345,100MB,99
Letícia Almeida,BA,Salvador,-12.9714,-38.5014,300MB,129
Nathan Garcia,CE,Fortaleza,-3.7319,-38.5267,1GB,199
Vitor Viana,PE,Recife,-8.0476,-34.877,300MB,129
Benjamin Fernandes,CE,Fortaleza,-3.7319,-38.5267,1GB,199
Vitor Hugo Pacheco,BA,Salvador,-12.9714,-38.5014,300MB,129
Laís Pimenta,CE,Fortaleza,-3.7319,-38.5267,300MB,129
Srta. Maria Sophia Lima,MG,Belo Horizonte,-19.9167,-43.9345,500MB,159
Dr. Isaac Aragão,SP,São Paulo,-23.5505,-46.6333,1GB,199
Antony Sousa,MG,Belo Horizonte,-19.9167,-43.9345,500MB,159
Sr. Pedro Miguel Marques,PR,Curitiba,-25.4284,-49.2733,300MB,129
Júlia Araújo,CE,Fortaleza,-3.7319,-38.5267,300MB,129
Gabriela Gomes,PR,Curitiba,-25.4284,-49.2733,100MB,99
Eduardo Rezende,BA,Salvador,-12.9714,-38.5014,300MB,129
Henrique Peixoto,PR,Curitiba,-25.4284,-49.2733,1GB,199
Diogo Rezende,RJ,Rio de Janeiro,-22.9068,-43.1729,100MB,99
Maysa Mendonça,RJ,Rio de Janeiro,-22.9068,-43.1729,500MB,159
Maria Júlia Pires,SP,São Paulo,-23.5505,-46.6333,300MB,129
Nicole Montenegro,RJ,Rio de Janeiro,-22.9068,-43.1729,1GB,199
Marcela Nogueira,PE,Recife,-8.0476,-34.877,300MB,129
Henry Gabriel Viana,SP,São Paulo,-23.5505,-46.6333,1GB,199
Gabrielly Aparecida,PE,Recife,-8.0476,-34.877,100MB,99
Dra. Sabrina Albuquerque,SP,São Paulo,-23.5505,-46.6333,500MB,159
Dr. Murilo Pereira,MG,Belo Horizonte,-19.9167,-43.9345,1GB,199
Sr. Davi da Mata,MG,Belo Horizonte,-19.9167,-43.9345,300MB,129
Alice Sampaio,RJ,Rio de Janeiro,-22.9068,-43.1729,1GB,199
Dr. Antony Siqueira,PR,Curitiba,-25.4284,-49.2733,300MB,129
Dr. Vitor Hugo Monteiro,BA,Salvador,-12.9714,-38.5014,300MB,129
Erick Lopes,MG,Belo Horizonte,-19.9167,-43.9345,500MB,159
Dra. Mariana Gomes,RJ,Rio de Janeiro,-22.9068,-43.1729,500MB,159
Brayan Mendes,RJ,Rio de Janeiro,-22.9068,-43.1729,300MB,129
Raquel Ribeiro,SP,São Paulo,-23.5505,-46.6333,500MB,159
Joana Porto,RJ,Rio de Janeiro,-22.9068,-43.1729,500MB,159
Gustavo Henrique Campos,RJ,Rio de Janeiro,-22.9068,-43.1729,300MB,129
Diogo Rodrigues,RJ,Rio de Janeiro,-22.9068,-43.1729,300MB,129
Maria Alice Freitas,RJ,Rio de Janeiro,-22.9068,-43.1729,100MB,99
Maria Cecília Jesus,CE,Fortaleza,-3.7319,-38.5267,100MB,99
Natália Sales,BA,Salvador,-12.9714,-38.5014,500MB,159
Joaquim Freitas,BA,Salvador,-12.9714,-38.5014,1GB,199
José Miguel Pinto,SP,São Paulo,-23.5505,-46.6333,300MB,129
Antônio Ferreira,PR,Curitiba,-25.4284,-49.2733,500MB,159
Hadassa Aragão,SP,São Paulo,-23.5505,-46.6333,300MB,129
Rhavi Araújo,RJ,Rio de Janeiro,-22.9068,-43.1729,100MB,99
Benício Cassiano,CE,Fortaleza,-3.7319,-38.5267,1GB,199
Ravy Garcia,PR,Curitiba,-25.4284,-49.2733,500MB,159
Emanuella da Paz,RJ,Rio de Janeiro,-22.9068,-43.1729,500MB,159
Luiz Henrique Costela,MG,Belo Horizonte,-19.9167,-43.9345,1GB,199
Vitor Azevedo,SP,São Paulo,-23.5505,-46.6333,100MB,99
Sra. Valentina Jesus,CE,Fortaleza,-3.7319,-38.5267,100MB,99
Lucca Costa,RJ,Rio de Janeiro,-22.9068,-43.1729,1GB,199
Benjamin Lima,BA,Salvador,-12.9714,-38.5014,300MB,129
José Miguel Silva,PE,Recife,-8.0476,-34.877,300MB,129
Isabelly Andrade,MG,Belo Horizonte,-19.9167,-43.9345,1GB,199
Giovanna da Mota,CE,Fortaleza,-3.7319,-38.5267,100MB,99
Cecília Sousa,CE,Fortaleza,-3.7319,-38.5267,300MB,129
Benicio Guerra,PE,Recife,-8.0476,-34.877,500MB,159
Yan Nogueira,BA,Salvador,-12.9714,-38.5014,1GB,199
Yago Aparecida,PR,Curitiba,-25.4284,-49.2733,100MB,99
Maria Alice Marques,MG,Belo Horizonte,-19.9167,-43.9345,1GB,199
Manuela Vasconcelos,SP,São Paulo,-23.5505,-46.6333,100MB,99
Kaique da Costa,PR,Curitiba,-25.4284,-49.2733,1GB,199
Murilo Vieira,SP,São Paulo,-23.5505,-46.6333,300MB,129
Lavínia Pacheco,PR,Curitiba,-25.4284,-49.2733,300MB,129
Dr. Yuri Castro,CE,Fortaleza,-3.7319,-38.5267,300MB,129
Arthur Miguel Carvalho,CE,Fortaleza,-3.7319,-38.5267,500MB,159
Maria Eduarda Moura,BA,Salvador,-12.9714,-38.5014,300MB,129
Liz Pinto,PR,Curitiba,-25.4284,-49.2733,100MB,99
Enzo Gabriel Câmara,RJ,Rio de Janeiro,-22.9068,-43.1729,100MB,99
Gael Silva,RJ,Rio de Janeiro,-22.9068,-43.1729,100MB,99
Srta. Ana Carolina Marques,SP,São Paulo,-23.5505,-46.6333,500MB,159
Ana Laura Cardoso,PE,Recife,-8.0476,-34.877,300MB,129
Dr. João Felipe Garcia,PE,Recife,-8.0476,-34.877,1GB,199
Pedro Miguel Mendonça,CE,Fortaleza,-3.7319,-38.5267,300MB,129
José Pedro Souza,MG,Belo Horizonte,-19.9167,-43.9345,100MB,99
Srta. Sabrina Mendes,BA,Salvador,-12.9714,-38.5014,100MB,99
Marcelo da Mota,BA,Salvador,-12.9714,-38.5014,100MB,99
Dr. Rodrigo Rodrigues,PE,Recife,-8.0476,-34.877,100MB,99
Allana Nascimento,CE,Fortaleza,-3.7319,-38.5267,300MB,129
Sra. Lavínia Peixoto,SP,São Paulo,-23.5505,-46.6333,500MB,159
Rafael Ribeiro,BA,Salvador,-12.9714,-38.5014,100MB,99
Luan Moreira,CE,Fortaleza,-3.7319,-38.5267,100MB,99
Isabela Novaes,SP,São Paulo,-23.5505,-46.6333,1GB,199
Melina Vieira,SP,São Paulo,-23.5505,-46.6333,300MB,129
Maya Melo,RJ,Rio de Janeiro,-22.9068,-43.1729,1GB,199
Sra. Larissa Silva,PE,Recife,-8.0476,-34.877,300MB,129
Maria Vitória Jesus,BA,Salvador,-12.9714,-38.5014,500MB,159
Maria Julia Camargo,PR,Curitiba,-25.4284,-49.2733,1GB,199
Dra. Lorena da Rocha,RJ,Rio de Janeiro,-22.9068,-43.1729,1GB,199
Sabrina Carvalho,BA,Salvador,-12.9714,-38.5014,1GB,199
Dr. Leandro Ramos,BA,Salvador,-12.9714,-38.5014,100MB,99
Lunna Casa Grande,PE,Recife,-8.0476,-34.877,300MB,129
Hellena Dias,PE,Recife,-8.0476,-34.877,500MB,159
Clara Nunes,MG,Belo Horizonte,-19.9167,-43.9345,500MB,159
Ana Luiza Mendonça,CE,Fortaleza,-3.7319,-38.5267,500MB,159
Julia Correia,PR,Curitiba,-25.4284,-49.2733,500MB,159
Gabriel Barros,MG,Belo Horizonte,-19.9167,-43.9345,300MB,129
Antony Pastor,SP,São Paulo,-23.5505,-46.6333,500MB,159
Pietra Gomes,MG,Belo Horizonte,-19.9167,-43.9345,300MB,129
Maya Machado,SP,São Paulo,-23.5505,-46.6333,100MB,99
Catarina Nogueira,MG,Belo Horizonte,-19.9167,-43.9345,500MB,159
Vitor Almeida,PE,Recife,-8.0476,-34.877,500MB,159
Dante Barros,RJ,Rio de Janeiro,-22.9068,-43.1729,1GB,199
Stella Pimenta,PE,Recife,-8.0476,-34.877,1GB,199
Sr. Benicio Machado,BA,Salvador,-12.9714,-38.5014,300MB,129
Cauã Cirino,RJ,Rio de Janeiro,-22.9068,-43.1729,100MB,99
Vinicius Cavalcanti,BA,Salvador,-12.9714,-38.5014,100MB,99
Francisco Borges,MG,Belo Horizonte,-19.9167,-43.9345,300MB,129
Gabrielly Barbosa,RJ,Rio de Janeiro,-22.9068,-43.1729,100MB,99
Hadassa Montenegro,BA,Salvador,-12.9714,-38.5014,1GB,199
Nicolas Silva,PE,Recife,-8.0476,-34.877,100MB,99
Nicole Martins,BA,Salvador,-12.9714,-38.5014,1GB,199
André Pacheco,RJ,Rio de Janeiro,-22.9068,-43.1729,300MB,129
Maria Luísa Rocha,SP,São Paulo,-23.5505,-46.6333,1GB,199
Miguel Melo,MG,Belo Horizonte,-19.9167,-43.9345,300MB,129
Sr. Oliver Ribeiro,PR,Curitiba,-25.4284,-49.2733,1GB,199
Theo Fernandes,PR,Curitiba,-25.4284,-49.2733,300MB,129
Srta. Brenda Correia,PE,Recife,-8.0476,-34.877,100MB,99
Davi Lucas Fonseca,MG,Belo Horizonte,-19.9167,-43.9345,100MB,99
Nina Carvalho,CE,Fortaleza,-3.7319,-38.5267,300MB,129
Nina Oliveira,RJ,Rio de Janeiro,-22.9068,-43.1729,1GB,199
João Pedro Costela,PE,Recife,-8.0476,-34.877,500MB,159
Clarice da Mota,PR,Curitiba,-25.4284,-49.2733,500MB,159
Sra. Maria Flor Teixeira,CE,Fortaleza,-3.7319,-38.5267,100MB,99
Srta. Ana Clara Albuquerque,CE,Fortaleza,-3.7319,-38.5267,1GB,199
Luiza da Rosa,BA,Salvador,-12.9714,-38.5014,100MB,99
João Vitor Sales,MG,Belo Horizonte,-19.9167,-43.9345,100MB,99
Sabrina Nogueira,SP,São Paulo,-23.5505,-46.6333,1GB,199
Isabella Farias,RJ,Rio de Janeiro,-22.9068,-43.1729,100MB,99
Sra. Ana Cecília Viana,MG,Belo Horizonte,-19.9167,-43.9345,500MB,159
Clarice Rocha,BA,Salvador,-12.9714,-38.5014,300MB,129
Srta. Maria Luísa Souza,MG,Belo Horizonte,-19.9167,-43.9345,1GB,199
Stella Duarte,PE,Recife,-8.0476,-34.877,500MB,159
Guilherme Duarte,MG,Belo Horizonte,-19.9167,-43.9345,100MB,99
Calebe Rocha,BA,Salvador,-12.9714,-38.5014,300MB,129
Srta. Cecília Casa Grande,RJ,Rio de Janeiro,-22.9068,-43.1729,1GB,199
Srta. Ayla Nunes,BA,Salvador,-12.9714,-38.5014,300MB,129
Ana Julia Ribeiro,SP,São Paulo,-23.5505,-46.6333,300MB,129
Dr. Erick Cassiano,SP,São Paulo,-23.5505,-46.6333,300MB,129
Dante Campos,BA,Salvador,-12.9714,-38.5014,1GB,199
Maria Eduarda Macedo,RJ,Rio de Janeiro,-22.9068,-43.1729,300MB,129
Helena Azevedo,BA,Salvador,-12.9714,-38.5014,500MB,159
Valentim Fonseca,RJ,Rio de Janeiro,-22.9068,-43.1729,100MB,99
Dante da Mota,CE,Fortaleza,-3.7319,-38.5267,1GB,199
Sr. Luiz Miguel Martins,SP,São Paulo,-23.5505,-46.6333,500MB,159
Noah Peixoto,PE,Recife,-8.0476,-34.877,1GB,199
Giovanna das Neves,CE,Fortaleza,-3.7319,-38.5267,100MB,99
Anna Liz Moura,SP,São Paulo,-23.5505,-46.6333,100MB,99
Eloá Nogueira,PR,Curitiba,-25.4284,-49.2733,100MB,99
Matheus Pinto,PE,Recife,-8.0476,-34.877,100MB,99
Ana Beatriz Fernandes,MG,Belo Horizonte,-19.9167,-43.9345,1GB,199
Bianca Rezende,PR,Curitiba,-25.4284,-49.2733,1GB,199
Maya Sampaio,PE,Recife,-8.0476,-34.877,1GB,199
Danilo Fonseca,RJ,Rio de Janeiro,-22.9068,-43.1729,1GB,199
Luigi Duarte,MG,Belo Horizonte,-19.9167,-43.9345,300MB,129
Valentina Vasconcelos,BA,Salvador,-12.9714,-38.5014,500MB,159
Rael Silveira,PR,Curitiba,-25.4284,-49.2733,1GB,199
Eloah Souza,PE,Recife,-8.0476,-34.877,500MB,159
Luigi Leão,MG,Belo Horizonte,-19.9167,-43.9345,500MB,159
Ísis Garcia,MG,Belo Horizonte,-19.9167,-43.9345,1GB,199
Liam Caldeira,RJ,Rio de Janeiro,-22.9068,-43.1729,100MB,99
Dr. Vinicius Martins,BA,Salvador,-12.9714,-38.5014,500MB,159
Maria Sophia Pereira,PE,Recife,-8.0476,-34.877,500MB,159
Sra. Ayla Freitas,CE,Fortaleza,-3.7319,-38.5267,100MB,99
Ágatha Andrade,RJ,Rio de Janeiro,-22.9068,-43.1729,300MB,129
Hellena Gomes,PR,Curitiba,-25.4284,-49.2733,500MB,159
Cecilia da Costa,BA,Salvador,-12.9714,-38.5014,1GB,199
Sra. Evelyn Araújo,PR,Curitiba,-25.4284,-49.2733,500MB,159
Caleb Cassiano,RJ,Rio de Janeiro,-22.9068,-43.1729,500MB,159
Julia Dias,PE,Recife,-8.0476,-34.877,300MB,129
Alana Cunha,SP,São Paulo,-23.5505,-46.6333,1GB,199
Thiago Aragão,MG,Belo Horizonte,-19.9167,-43.9345,100MB,99
Ana Carvalho,PR,Curitiba,-25.4284,-49.2733,1GB,199
Murilo Carvalho,PR,Curitiba,-25.4284,-49.2733,100MB,99
Emanuel Nunes,SP,São Paulo,-23.5505,-46.6333,100MB,99
Vitória Lopes,PR,Curitiba,-25.4284,-49.2733,100MB,99
Maria Flor Costa,MG,Belo Horizonte,-19.9167,-43.9345,500MB,159
Maria Laura Jesus,PR,Curitiba,-25.4284,-49.2733,1GB,199
Sr. Henrique Pimenta,BA,Salvador,-12.9714,-38.5014,300MB,129
Srta. Maria Liz Sá,BA,Salvador,-12.9714,-38.5014,500MB,159
Vinicius Castro,BA,Salvador,-12.9714,-38.5014,300MB,129
Pedro Henrique Moraes,BA,Salvador,-12.9714,-38.5014,500MB,159
Renan da Paz,PR,Curitiba,-25.4284,-49.2733,300MB,129
Sra. Agatha Cavalcanti,MG,Belo Horizonte,-19.9167,-43.9345,300MB,129
Giovanna Fonseca,CE,Fortaleza,-3.7319,-38.5267,300MB,129
Ana Laura Cavalcanti,BA,Salvador,-12.9714,-38.5014,1GB,199
Cecília Cardoso,RJ,Rio de Janeiro,-22.9068,-43.1729,500MB,159
José Pedro Costela,CE,Fortaleza,-3.7319,-38.5267,300MB,129
Sr. Joaquim Freitas,RJ,Rio de Janeiro,-22.9068,-43.1729,300MB,129
Rafael Casa Grande,BA,Salvador,-12.9714,-38.5014,100MB,99
Stephany Barbosa,SP,São Paulo,-23.5505,-46.6333,300MB,129
Sabrina Nascimento,RJ,Rio de Janeiro,-22.9068,-43.1729,500MB,159
Lavínia Brito,BA,Salvador,-12.9714,-38.5014,300MB,129
Júlia Duarte,PR,Curitiba,-25.4284,-49.2733,500MB,159
Maria Fernanda da Cruz,SP,São Paulo,-23.5505,-46.6333,1GB,199
Maitê Montenegro,SP,São Paulo,-23.5505,-46.6333,500MB,159
Ana Julia da Cruz,RJ,Rio de Janeiro,-22.9068,-43.1729,1GB,199
Gabrielly Cardoso,MG,Belo Horizonte,-19.9167,-43.9345,300MB,129
Joaquim Rocha,SP,São Paulo,-23.5505,-46.6333,100MB,99
Natália Gomes,MG,Belo Horizonte,-19.9167,-43.9345,100MB,99
Ana Julia Melo,RJ,Rio de Janeiro,-22.9068,-43.1729,100MB,99
Maria Alice Câmara,CE,Fortaleza,-3.7319,-38.5267,100MB,99
Dra. Ana Júlia Moraes,CE,Fortaleza,-3.7319,-38.5267,1GB,199
Davi Lucas Souza,BA,Salvador,-12.9714,-38.5014,1GB,199
Pietro Albuquerque,SP,São Paulo,-23.5505,-46.6333,500MB,159
Sra. Ana Lívia Alves,PR,Curitiba,-25.4284,-49.2733,1GB,199
Sr. Asafe Carvalho,SP,São Paulo,-23.5505,-46.6333,500MB,159
Henry Gabriel Moraes,PR,Curitiba,-25.4284,-49.2733,500MB,159
Sr. Brayan Rocha,RJ,Rio de Janeiro,-22.9068,-43.1729,1GB,199
Gabriel Mendonça,PE,Recife,-8.0476,-34.877,100MB,99
Luana Abreu,CE,Fortaleza,-3.7319,-38.5267,100MB,99
Yasmin das Neves,PE,Recife,-8.0476,-34.877,1GB,199
Pietro Sá,BA,Salvador,-12.9714,-38.5014,500MB,159
Ravy Pacheco,BA,Salvador,-12.9714,-38.5014,500MB,159
Isabelly Teixeira,RJ,Rio de Janeiro,-22.9068,-43.1729,500MB,159
Melina Silva,CE,Fortaleza,-3.7319,-38.5267,100MB,99
Lucas Barbosa,PR,Curitiba,-25.4284,-49.2733,500MB,159
Gustavo da Mota,PR,Curitiba,-25.4284,-49.2733,1GB,199
Ísis Fernandes,CE,Fortaleza,-3.7319,-38.5267,1GB,199
Larissa da Cunha,BA,Salvador,-12.9714,-38.5014,1GB,199
Rodrigo Nogueira,PE,Recife,-8.0476,-34.877,300MB,129
Yago Teixeira,CE,Fortaleza,-3.7319,-38.5267,100MB,99
Brayan Azevedo,RJ,Rio de Janeiro,-22.9068,-43.1729,500MB,159
Dr. Vitor Azevedo,CE,Fortaleza,-3.7319,-38.5267,1GB,199
Leandro Ramos,RJ,Rio de Janeiro,-22.9068,-43.1729,100MB,99
Kamilly Barbosa,MG,Belo Horizonte,-19.9167,-43.9345,100MB,99
Anthony Cardoso,RJ,Rio de Janeiro,-22.9068,-43.1729,1GB,199
Pietra Sampaio,RJ,Rio de Janeiro,-22.9068,-43.1729,300MB,129
Igor Casa Grande,CE,Fortaleza,-3.7319,-38.5267,500MB,159
Cecilia Fogaça,RJ,Rio de Janeiro,-22.9068,-43.1729,300MB,129
Ana Liz Andrade,RJ,Rio de Janeiro,-22.9068,-43.1729,1GB,199
Igor da Luz,BA,Salvador,-12.9714,-38.5014,1GB,199
Larissa Barbosa,PR,Curitiba,-25.4284,-49.2733,100MB,99
André Pinto,RJ,Rio de Janeiro,-22.9068,-43.1729,300MB,129
Catarina Garcia,MG,Belo Horizonte,-19.9167,-43.9345,100MB,99
Maria Eduarda Aragão,SP,São Paulo,-23.5505,-46.6333,1GB,199
Emanuel Aragão,PR,Curitiba,-25.4284,-49.2733,1GB,199
Alícia Caldeira,CE,Fortaleza,-3.7319,-38.5267,300MB,129
Elisa da Cunha,RJ,Rio de Janeiro,-22.9068,-43.1729,300MB,129
Enrico Siqueira,BA,Salvador,-12.9714,-38.5014,1GB,199
Rhavi das Neves,MG,Belo Horizonte,-19.9167,-43.9345,1GB,199
Vinicius Moreira,RJ,Rio de Janeiro,-22.9068,-43.1729,500MB,159
Raul Sampaio,CE,Fortaleza,-3.7319,-38.5267,1GB,199
Srta. Emanuelly Sousa,MG,Belo Horizonte,-19.9167,-43.9345,300MB,129
Luara Campos,SP,São Paulo,-23.5505,-46.6333,1GB,199
Enrico Nogueira,SP,São Paulo,-23.5505,-46.6333,300MB,129
Yuri da Costa,BA,Salvador,-12.9714,-38.5014,100MB,99
Olívia Porto,BA,Salvador,-12.9714,-38.5014,1GB,199
José Miguel Dias,BA,Salvador,-12.9714,-38.5014,500MB,159
Theo Pimenta,MG,Belo Horizonte,-19.9167,-43.9345,500MB,159
Luiza Pacheco,SP,São Paulo,-23.5505,-46.6333,500MB,159
Eduarda Carvalho,PE,Recife,-8.0476,-34.877,300MB,129
Sr. Levi Sousa,PR,Curitiba,-25.4284,-49.2733,1GB,199
Helena Porto,MG,Belo Horizonte,-19.9167,-43.9345,300MB,129
João Felipe Novais,BA,Salvador,-12.9714,-38.5014,500MB,159
Dra. Juliana Melo,CE,Fortaleza,-3.7319,-38.5267,300MB,129
Dr. Heitor da Paz,BA,Salvador,-12.9714,-38.5014,100MB,99
Bianca Fernandes,MG,Belo Horizonte,-19.9167,-43.9345,100MB,99
Stella Lopes,MG,Belo Horizonte,-19.9167,-43.9345,500MB,159
Antonella Souza,MG,Belo Horizonte,-19.9167,-43.9345,1GB,199
João Cirino,PE,Recife,-8.0476,-34.877,100MB,99
Melissa Gomes,MG,Belo Horizonte,-19.9167,-43.9345,100MB,99
Pedro Henrique Novaes,RJ,Rio de Janeiro,-22.9068,-43.1729,500MB,159
Dante Abreu,RJ,Rio de Janeiro,-22.9068,-43.1729,100MB,99
Clarice Pimenta,MG,Belo Horizonte,-19.9167,-43.9345,300MB,129
José Miguel Siqueira,PE,Recife,-8.0476,-34.877,500MB,159
Pedro Lucas Cardoso,CE,Fortaleza,-3.7319,-38.5267,1GB,199
Bianca Vasconcelos,MG,Belo Horizonte,-19.9167,-43.9345,300MB,129
Olivia Almeida,PE,Recife,-8.0476,-34.877,500MB,159
Alexia da Mota,CE,Fortaleza,-3.7319,-38.5267,500MB,159
Asafe da Cunha,BA,Salvador,-12.9714,-38.5014,100MB,99
Liam Mendes,PE,Recife,-8.0476,-34.877,100MB,99
Heloísa Nascimento,BA,Salvador,-12.9714,-38.5014,500MB,159
Srta. Isadora Rodrigues,MG,Belo Horizonte,-19.9167,-43.9345,300MB,129
Gael Borges,BA,Salvador,-12.9714,-38.5014,100MB,99
Davi Lucca Ramos,PR,Curitiba,-25.4284,-49.2733,300MB,129
Agatha Novaes,MG,Belo Horizonte,-19.9167,-43.9345,1GB,199
Bruna das Neves,MG,Belo Horizonte,-19.9167,-43.9345,1GB,199
Samuel Mendes,PE,Recife,-8.0476,-34.877,1GB,199
Sra. Gabriela Rodrigues,MG,Belo Horizonte,-19.9167,-43.9345,100MB,99
Dr. Benjamin Pastor,MG,Belo Horizonte,-19.9167,-43.9345,500MB,159
Brayan Cirino,SP,São Paulo,-23.5505,-46.6333,500MB,159
Daniel Viana,RJ,Rio de Janeiro,-22.9068,-43.1729,100MB,99
Rael Silva,MG,Belo Horizonte,-19.9167,-43.9345,300MB,129
Isabela Cirino,BA,Salvador,-12.9714,-38.5014,300MB,129
Maysa Pacheco,PR,Curitiba,-25.4284,-49.2733,100MB,99
Isis Sampaio,RJ,Rio de Janeiro,-22.9068,-43.1729,300MB,129
Dr. Josué das Neves,PR,Curitiba,-25.4284,-49.2733,300MB,129
Rafaela Vargas,PE,Recife,-8.0476,-34.877,100MB,99
Ana Laura Campos,CE,Fortaleza,-3.7319,-38.5267,1GB,199
José Pedro Barbosa,RJ,Rio de Janeiro,-22.9068,-43.1729,1GB,199
Jade Silveira,CE,Fortaleza,-3.7319,-38.5267,1GB,199
Joaquim Pastor,BA,Salvador,-12.9714,-38.5014,1GB,199
Otávio Cavalcante,PR,Curitiba,-25.4284,-49.2733,500MB,159
Sr. José Nogueira,SP,São Paulo,-23.5505,-46.6333,100MB,99
Marina Porto,BA,Salvador,-12.9714,-38.5014,300MB,129
Daniel Campos,CE,Fortaleza,-3.7319,-38.5267,300MB,129
Catarina Vieira,SP,São Paulo,-23.5505,-46.6333,500MB,159
Isabel Lopes,PR,Curitiba,-25.4284,-49.2733,300MB,129
Isis Silva,SP,São Paulo,-23.5505,-46.6333,300MB,129
Levi Sá,RJ,Rio de Janeiro,-22.9068,-43.1729,500MB,159
Heloísa da Luz,BA,Salvador,-12.9714,-38.5014,1GB,199
Mateus Rios,PR,Curitiba,-25.4284,-49.2733,1GB,199
Daniel Almeida,CE,Fortaleza,-3.7319,-38.5267,100MB,99
Nina Carvalho,PR,Curitiba,-25.4284,-49.2733,300MB,129
Hadassa Casa Grande,PR,Curitiba,-25.4284,-49.2733,100MB,99
Arthur Vargas,PE,Recife,-8.0476,-34.877,100MB,99
Carolina Casa Grande,PE,Recife,-8.0476,-34.877,300MB,129
Pietro Pereira,PR,Curitiba,-25.4284,-49.2733,500MB,159
Apollo da Mota,MG,Belo Horizonte,-19.9167,-43.9345,300MB,129
José Lopes,PE,Recife,-8.0476,-34.877,500MB,159
Kamilly Silva,RJ,Rio de Janeiro,-22.9068,-43.1729,100MB,99
Lara Nunes,CE,Fortaleza,-3.7319,-38.5267,100MB,99
Sr. João Lucas Alves,SP,São Paulo,-23.5505,-46.6333,1GB,199
Beatriz Rocha,SP,São Paulo,-23.5505,-46.6333,500MB,159
Dr. Pietro Rodrigues,MG,Belo Horizonte,-19.9167,-43.9345,100MB,99
Isabel Ribeiro,RJ,Rio de Janeiro,-22.9068,-43.1729,300MB,129
Erick Nunes,CE,Fortaleza,-3.7319,-38.5267,300MB,129
Diogo Rezende,SP,São Paulo,-23.5505,-46.6333,1GB,199
Anthony Siqueira,MG,Belo Horizonte,-19.9167,-43.9345,100MB,99
Cecília Rezende,SP,São Paulo,-23.5505,-46.6333,100MB,99
Srta. Sophia Abreu,RJ,Rio de Janeiro,-22.9068,-43.1729,1GB,199
Bernardo Leão,RJ,Rio de Janeiro,-22.9068,-43.1729,1GB,199
João Gabriel Silva,MG,Belo Horizonte,-19.9167,-43.9345,300MB,129
